Entity,Code,Day,Daily hospital occupancy
Italy,ITA,2022-02-01,21422
Italy,ITA,2022-02-02,21074
Italy,ITA,2022-02-03,20781
Italy,ITA,2022-02-04,20440
Italy,ITA,2022-02-05,20026
Italy,ITA,2022-02-06,19929
Italy,ITA,2022-02-07,20098
Italy,ITA,2022-02-08,19713
Italy,ITA,2022-02-09,19282
Italy,ITA,2022-02-10,18676
Italy,ITA,2022-02-11,18089
Italy,ITA,2022-02-12,17533
Italy,ITA,2022-02-13,17250
Italy,ITA,2022-02-14,17223
Italy,ITA,2022-02-15,16721
Italy,ITA,2022-02-16,16200
Italy,ITA,2022-02-17,15599
Italy,ITA,2022-02-18,14935
Italy,ITA,2022-02-19,14340
Italy,ITA,2022-02-20,14218
Italy,ITA,2022-02-21,14303
Italy,ITA,2022-02-22,13972
Italy,ITA,2022-02-23,13413
Italy,ITA,2022-02-24,12964
Italy,ITA,2022-02-25,12505
Italy,ITA,2022-02-26,11866
Italy,ITA,2022-02-27,11601
Italy,ITA,2022-02-28,11565
Italy,ITA,2022-03-01,11164
Italy,ITA,2022-03-02,10635
Italy,ITA,2022-03-03,10253
Italy,ITA,2022-03-04,9922
Italy,ITA,2022-03-05,9583
Italy,ITA,2022-03-06,9431
Italy,ITA,2022-03-07,9599
Italy,ITA,2022-03-08,9368
Italy,ITA,2022-03-09,9138
Italy,ITA,2022-03-10,8959
Italy,ITA,2022-03-11,8801
Italy,ITA,2022-03-12,8747
Italy,ITA,2022-03-13,8756
Italy,ITA,2022-03-14,8986
Italy,ITA,2022-03-15,8975
Italy,ITA,2022-03-16,8887
Italy,ITA,2022-03-17,8870
Italy,ITA,2022-03-18,8877
Italy,ITA,2022-03-19,8790
Italy,ITA,2022-03-20,8897
Italy,ITA,2022-03-21,9191
Italy,ITA,2022-03-22,9424
Italy,ITA,2022-03-23,9405
Italy,ITA,2022-03-24,9476
Italy,ITA,2022-03-25,9441
Italy,ITA,2022-03-26,9475
Italy,ITA,2022-03-27,9645
Italy,ITA,2022-03-28,9983
Italy,ITA,2022-03-29,10227
Italy,ITA,2022-03-30,10352
Italy,ITA,2022-03-31,10366
Italy,ITA,2022-04-01,10457
Italy,ITA,2022-04-02,10442
Italy,ITA,2022-04-03,10506
Italy,ITA,2022-04-04,10724
Italy,ITA,2022-04-05,10717
Italy,ITA,2022-04-06,10630
Italy,ITA,2022-04-07,10549
Italy,ITA,2022-04-08,10564
Italy,ITA,2022-04-09,10485
Italy,ITA,2022-04-10,10503
Italy,ITA,2022-04-11,10722
Italy,ITA,2022-04-12,10670
Italy,ITA,2022-04-13,10615
Italy,ITA,2022-04-14,10495
Italy,ITA,2022-04-15,10399
Italy,ITA,2022-04-16,10289
Italy,ITA,2022-04-17,10161
Italy,ITA,2022-04-18,10351
Italy,ITA,2022-04-19,10636
Italy,ITA,2022-04-20,10620
Italy,ITA,2022-04-21,10646
Italy,ITA,2022-04-22,10487
Italy,ITA,2022-04-23,10323
Italy,ITA,2022-04-24,10311
Italy,ITA,2022-04-25,10466
Italy,ITA,2022-04-26,10737
Italy,ITA,2022-04-27,10549
Italy,ITA,2022-04-28,10458
Italy,ITA,2022-04-29,10313
Italy,ITA,2022-04-30,10192
Italy,ITA,2022-05-01,10104
Italy,ITA,2022-05-02,10162
Italy,ITA,2022-05-03,10061
Italy,ITA,2022-05-04,9985
Italy,ITA,2022-05-05,9753
Italy,ITA,2022-05-06,9527
Italy,ITA,2022-05-07,9170
Italy,ITA,2022-05-08,9011
Italy,ITA,2022-05-09,9098
Italy,ITA,2022-05-10,8937
Italy,ITA,2022-05-11,8750
Italy,ITA,2022-05-12,8492
Italy,ITA,2022-05-13,8248
Italy,ITA,2022-05-14,7990
Italy,ITA,2022-05-15,7879
Italy,ITA,2022-05-16,7984
Italy,ITA,2022-05-17,7802
Italy,ITA,2022-05-18,7594
Italy,ITA,2022-05-19,7328
Italy,ITA,2022-05-20,7119
Italy,ITA,2022-05-21,6871
Italy,ITA,2022-05-22,6692
Italy,ITA,2022-05-23,6679
Italy,ITA,2022-05-24,6526
Italy,ITA,2022-05-25,6240
Italy,ITA,2022-05-26,5995
Italy,ITA,2022-05-27,5810
Italy,ITA,2022-05-28,5598
Italy,ITA,2022-05-29,5494
Italy,ITA,2022-05-30,5536
Italy,ITA,2022-05-31,5369
Italy,ITA,2022-06-01,5101
Italy,ITA,2022-06-02,4815
Italy,ITA,2022-06-03,4869
Italy,ITA,2022-06-04,4660
Italy,ITA,2022-06-05,4629
Italy,ITA,2022-06-06,4670
Italy,ITA,2022-06-07,4561
Italy,ITA,2022-06-08,4495
Italy,ITA,2022-06-09,4431
Italy,ITA,2022-06-10,4358
Italy,ITA,2022-06-11,4269
Italy,ITA,2022-06-12,4301
Italy,ITA,2022-06-13,4403
Italy,ITA,2022-06-14,4382
Italy,ITA,2022-06-15,4407
Italy,ITA,2022-06-16,4495
Italy,ITA,2022-06-17,4511
Italy,ITA,2022-06-18,4524
Italy,ITA,2022-06-19,4597
Italy,ITA,2022-06-20,4794
Italy,ITA,2022-06-21,5009
Italy,ITA,2022-06-22,5163
Italy,ITA,2022-06-23,5280
Italy,ITA,2022-06-24,5430
Italy,ITA,2022-06-25,5567
Italy,ITA,2022-06-26,5759
Italy,ITA,2022-06-27,6107
Italy,ITA,2022-06-28,6272
Italy,ITA,2022-06-29,6502
Italy,ITA,2022-06-30,6853
Italy,ITA,2022-07-01,7094
Italy,ITA,2022-07-02,7310
Italy,ITA,2022-07-03,7503
Italy,ITA,2022-07-04,7951
Italy,ITA,2022-07-05,8326
Italy,ITA,2022-07-06,8545
Italy,ITA,2022-07-07,8895
Italy,ITA,2022-07-08,8993
Italy,ITA,2022-07-09,9208
Italy,ITA,2022-07-10,9394
Italy,ITA,2022-07-11,9814
Italy,ITA,2022-07-12,10099
Italy,ITA,2022-07-13,10214
Italy,ITA,2022-07-14,10506
Italy,ITA,2022-07-15,10758
Italy,ITA,2022-07-16,10839
Italy,ITA,2022-07-17,10979
Italy,ITA,2022-07-18,11265
Italy,ITA,2022-07-19,11388
Italy,ITA,2022-07-20,11447
Italy,ITA,2022-07-21,11394
Italy,ITA,2022-07-22,11349
Italy,ITA,2022-07-23,11265
Italy,ITA,2022-07-24,11330
Italy,ITA,2022-07-25,11507
Italy,ITA,2022-07-26,11558
Italy,ITA,2022-07-27,11518
Italy,ITA,2022-07-28,11317
Italy,ITA,2022-07-29,11168
Italy,ITA,2022-07-30,10984
Italy,ITA,2022-07-31,10887
Italy,ITA,2022-08-01,10925
Italy,ITA,2022-08-02,10631
Italy,ITA,2022-08-03,10402
Italy,ITA,2022-08-04,10096
Italy,ITA,2022-08-05,9748
Italy,ITA,2022-08-06,9359
Italy,ITA,2022-08-07,9268
Italy,ITA,2022-08-08,9391
Italy,ITA,2022-08-09,9147
Italy,ITA,2022-08-10,8913
Italy,ITA,2022-08-11,8679
Italy,ITA,2022-08-12,8349
Italy,ITA,2022-08-13,8046
Italy,ITA,2022-08-14,7841
Italy,ITA,2022-08-15,7805
Italy,ITA,2022-08-16,7843
Italy,ITA,2022-08-17,7627
Italy,ITA,2022-08-18,7293
Italy,ITA,2022-08-19,7042
Italy,ITA,2022-08-20,6784
Italy,ITA,2022-08-21,6704
Italy,ITA,2022-08-22,6771
Italy,ITA,2022-08-23,6632
Italy,ITA,2022-08-24,6409
Italy,ITA,2022-08-25,6238
Italy,ITA,2022-08-26,6058
Italy,ITA,2022-08-27,5895
Italy,ITA,2022-08-28,5857
Italy,ITA,2022-08-29,5860
Italy,ITA,2022-08-30,5653
Italy,ITA,2022-08-31,5304
Italy,ITA,2022-09-01,5169
Italy,ITA,2022-09-02,5014
Italy,ITA,2022-09-03,4818
Italy,ITA,2022-09-04,4763
Italy,ITA,2022-09-05,4751
Italy,ITA,2022-09-06,4644
Italy,ITA,2022-09-07,4483
Italy,ITA,2022-09-08,4335
Italy,ITA,2022-09-09,4189
Italy,ITA,2022-09-10,4109
Italy,ITA,2022-09-11,4103
Italy,ITA,2022-09-12,4165
Italy,ITA,2022-09-13,4031
Italy,ITA,2022-09-14,3870
Italy,ITA,2022-09-15,3775
Italy,ITA,2022-09-16,3742
Italy,ITA,2022-09-17,3624
Italy,ITA,2022-09-18,3577
Italy,ITA,2022-09-19,3644
Italy,ITA,2022-09-20,3645
Italy,ITA,2022-09-21,3562
Italy,ITA,2022-09-22,3488
Italy,ITA,2022-09-23,3447
Italy,ITA,2022-09-24,3419
Italy,ITA,2022-09-25,3446
Italy,ITA,2022-09-26,3591
Italy,ITA,2022-09-27,3781
Italy,ITA,2022-09-28,3854
Italy,ITA,2022-09-29,3990
Italy,ITA,2022-09-30,4237
Italy,ITA,2022-10-01,4319
Italy,ITA,2022-10-02,4425
Italy,ITA,2022-10-03,4660
Italy,ITA,2022-10-04,4969
Italy,ITA,2022-10-05,5244
Italy,ITA,2022-10-06,5368
Italy,ITA,2022-10-07,5577
Italy,ITA,2022-10-08,5683
Italy,ITA,2022-10-09,5910
Italy,ITA,2022-10-10,6203
Italy,ITA,2022-10-11,6483
Italy,ITA,2022-10-12,6712
Italy,ITA,2022-10-13,6594
Italy,ITA,2022-10-14,6784
Italy,ITA,2022-10-15,6844
Italy,ITA,2022-10-16,6967
Italy,ITA,2022-10-17,7182
Italy,ITA,2022-10-18,7247
Italy,ITA,2022-10-19,7313
Italy,ITA,2022-10-20,7267
Italy,ITA,2022-10-21,7310
Italy,ITA,2022-10-22,7274
Italy,ITA,2022-10-23,7246
Italy,ITA,2022-10-24,7350
Italy,ITA,2022-10-25,7338
Italy,ITA,2022-10-26,7246
Italy,ITA,2022-10-27,7104
Italy,ITA,2022-10-28,7052
Italy,ITA,2022-10-29,6943
Italy,ITA,2022-10-30,6925
Italy,ITA,2022-10-31,6979
Italy,ITA,2022-11-01,6890
Italy,ITA,2022-11-02,6936
Italy,ITA,2022-11-03,6842
Italy,ITA,2022-11-04,6750
Italy,ITA,2022-11-05,6588
Italy,ITA,2022-11-06,6633
Italy,ITA,2022-11-07,6738
Italy,ITA,2022-11-08,6598
Italy,ITA,2022-11-09,6573
Italy,ITA,2022-11-10,6559
Italy,ITA,2022-11-11,6567
Italy,ITA,2022-11-12,6610
Italy,ITA,2022-11-13,6714
Italy,ITA,2022-11-14,6871
Italy,ITA,2022-11-15,7087
Italy,ITA,2022-11-16,7211
Italy,ITA,2022-11-17,7228
Italy,ITA,2022-11-18,7349
Italy,ITA,2022-11-19,7350
Italy,ITA,2022-11-20,7434
Italy,ITA,2022-11-21,7589
Italy,ITA,2022-11-22,7848
Italy,ITA,2022-11-23,7856
Italy,ITA,2022-11-24,7863
Italy,ITA,2022-11-25,8032
Italy,ITA,2022-11-26,8045
Italy,ITA,2022-11-27,8139
Italy,ITA,2022-11-28,8323
Italy,ITA,2022-11-29,8468
Italy,ITA,2022-11-30,8664
Italy,ITA,2022-12-01,8778
Italy,ITA,2022-12-02,8865
Italy,ITA,2022-12-03,8911
Italy,ITA,2022-12-04,9000
Italy,ITA,2022-12-05,9257
Italy,ITA,2022-12-06,9264
Italy,ITA,2022-12-07,9444
Italy,ITA,2022-12-08,9550
Italy,ITA,2022-12-09,9661
Italy,ITA,2022-12-10,9669
Italy,ITA,2022-12-11,9898
Italy,ITA,2022-12-12,10111
Italy,ITA,2022-12-13,9928
Italy,ITA,2022-12-14,9867
Italy,ITA,2022-12-15,9760
Italy,ITA,2022-12-16,9641
Italy,ITA,2022-12-17,9488
Italy,ITA,2022-12-18,9418
Italy,ITA,2022-12-19,9608
Italy,ITA,2022-12-20,9343
Italy,ITA,2022-12-21,9329
Italy,ITA,2022-12-22,9065
Italy,ITA,2022-12-23,8783
Italy,ITA,2022-12-24,8563
Italy,ITA,2022-12-25,8421
Italy,ITA,2022-12-26,8533
Italy,ITA,2022-12-27,8653
Italy,ITA,2022-12-28,8615
Italy,ITA,2022-12-29,8602
Italy,ITA,2022-12-30,8454
Italy,ITA,2022-12-31,8362
Italy,ITA,2023-01-01,8281
Italy,ITA,2023-01-02,8409
Italy,ITA,2023-01-03,8358
Italy,ITA,2023-01-04,8287
Italy,ITA,2023-01-05,8035
Italy,ITA,2023-01-06,7652
Italy,ITA,2023-01-07,7615
Italy,ITA,2023-01-08,7583
Italy,ITA,2023-01-09,7553
Italy,ITA,2023-01-10,7277
Italy,ITA,2023-01-11,7039
Italy,ITA,2023-01-12,6731
Italy,ITA,2023-01-13,6413
Italy,ITA,2023-01-14,6145
Italy,ITA,2023-01-15,6045
Italy,ITA,2023-01-16,6010
Italy,ITA,2023-01-17,5662
Italy,ITA,2023-01-18,5409
Italy,ITA,2023-01-19,5230
Italy,ITA,2023-01-20,5051
Italy,ITA,2023-01-21,4864
Italy,ITA,2023-01-22,4782
Italy,ITA,2023-01-23,4727
Italy,ITA,2023-01-24,4492
Italy,ITA,2023-01-25,4335
Italy,ITA,2023-01-26,4286
Italy,ITA,2023-01-27,4203
Italy,ITA,2023-01-28,4017
Italy,ITA,2023-01-29,4028
Italy,ITA,2023-01-30,4031
Italy,ITA,2023-01-31,3974
Italy,ITA,2023-02-01,3888
Italy,ITA,2023-02-02,3891
Italy,ITA,2023-02-03,3750
Italy,ITA,2023-02-04,3747
Italy,ITA,2023-02-05,3725
Italy,ITA,2023-02-06,3807
Italy,ITA,2023-02-07,3814
Italy,ITA,2023-02-08,3690
Italy,ITA,2023-02-09,3622
Italy,ITA,2023-02-10,3539
Italy,ITA,2023-02-11,3468
Italy,ITA,2023-02-12,3460
Italy,ITA,2023-02-13,3490
Italy,ITA,2023-02-14,3461
Italy,ITA,2023-02-15,3448
Italy,ITA,2023-02-16,3354
Italy,ITA,2023-02-17,3338
Italy,ITA,2023-02-18,3409
Italy,ITA,2023-02-19,3436
Italy,ITA,2023-02-20,3418
Italy,ITA,2023-02-21,3518
Italy,ITA,2023-02-22,3485
Italy,ITA,2023-02-23,3464
Italy,ITA,2023-02-24,3433
Italy,ITA,2023-02-25,3426
Italy,ITA,2023-02-26,3417
Italy,ITA,2023-02-27,3459
Italy,ITA,2023-02-28,3451
Italy,ITA,2023-03-01,3455
Italy,ITA,2023-03-02,3434
Italy,ITA,2023-03-03,3375
Italy,ITA,2023-03-04,3282
Italy,ITA,2023-03-05,3278
Italy,ITA,2023-03-06,3295
Italy,ITA,2023-03-07,3223
Italy,ITA,2023-03-08,3159
Italy,ITA,2023-03-09,3066
Italy,ITA,2023-03-10,2993
Italy,ITA,2023-03-11,2996
Italy,ITA,2023-03-12,2993
Italy,ITA,2023-03-13,2982
Italy,ITA,2023-03-14,2908
Italy,ITA,2023-03-15,2868
Italy,ITA,2023-03-16,2831
Italy,ITA,2023-03-17,2792
Italy,ITA,2023-03-18,2723
Italy,ITA,2023-03-19,2728
Italy,ITA,2023-03-20,2739
Italy,ITA,2023-03-21,2716
Italy,ITA,2023-03-22,2724
Italy,ITA,2023-03-23,2689
Italy,ITA,2023-03-24,2689
Italy,ITA,2023-03-25,2640
Italy,ITA,2023-03-26,2618
Italy,ITA,2023-03-27,2621
Italy,ITA,2023-03-28,2647
Italy,ITA,2023-03-29,2652
Italy,ITA,2023-03-30,2617
Italy,ITA,2023-03-31,2623
Italy,ITA,2023-04-01,2582
Italy,ITA,2023-04-02,2582
Italy,ITA,2023-04-03,2603
Italy,ITA,2023-04-04,2566
Italy,ITA,2023-04-05,2544
Italy,ITA,2023-04-06,2524
Italy,ITA,2023-04-07,2524
Italy,ITA,2023-04-08,2496
Italy,ITA,2023-04-09,2509
Italy,ITA,2023-04-10,2496
Italy,ITA,2023-04-11,2572
Italy,ITA,2023-04-12,2656
Italy,ITA,2023-04-13,2717
Italy,ITA,2023-04-14,2809
Italy,ITA,2023-04-15,2834
Italy,ITA,2023-04-16,2853
Italy,ITA,2023-04-17,2937
Italy,ITA,2023-04-18,2950
Italy,ITA,2023-04-19,2975
Italy,ITA,2023-04-20,2977
Italy,ITA,2023-04-21,2995
Italy,ITA,2023-04-22,2997
Italy,ITA,2023-04-23,2986
Italy,ITA,2023-04-24,2980
Italy,ITA,2023-04-25,3070
Italy,ITA,2023-04-26,3098
Italy,ITA,2023-04-27,3079
Italy,ITA,2023-04-28,3073
Italy,ITA,2023-04-29,3045
Italy,ITA,2023-04-30,2977
Italy,ITA,2023-05-01,2990
Italy,ITA,2023-05-02,3007
Italy,ITA,2023-05-03,2950
Italy,ITA,2023-05-04,2920
Italy,ITA,2023-05-05,2959
Italy,ITA,2023-05-06,2856
Italy,ITA,2023-05-07,2834
Italy,ITA,2023-05-08,2821
Italy,ITA,2023-05-09,2811
Italy,ITA,2023-05-10,2750
Italy,ITA,2023-05-11,2631
Italy,ITA,2023-05-12,2560
Italy,ITA,2023-05-13,2525
Italy,ITA,2023-05-14,2477
Italy,ITA,2023-05-15,2470
Italy,ITA,2023-05-16,2453
Italy,ITA,2023-05-17,2357
Italy,ITA,2023-05-18,2334
Italy,ITA,2023-05-19,2302
Italy,ITA,2023-05-20,2227
Italy,ITA,2023-05-21,2194
Italy,ITA,2023-05-22,2217
Italy,ITA,2023-05-23,2200
Italy,ITA,2023-05-24,2122
Italy,ITA,2023-05-25,2079
Italy,ITA,2023-05-26,2069
Italy,ITA,2023-05-27,1993
Italy,ITA,2023-05-28,2003
Italy,ITA,2023-05-29,1995
Italy,ITA,2023-05-30,1983
Italy,ITA,2023-05-31,1922
Italy,ITA,2023-06-01,1840
Italy,ITA,2023-06-02,1736
Italy,ITA,2023-06-03,1751
Italy,ITA,2023-06-04,1701
Italy,ITA,2023-06-05,1676
Italy,ITA,2023-06-06,1635
Italy,ITA,2023-06-07,1589
Italy,ITA,2023-06-08,1524
Italy,ITA,2023-06-09,1486
Italy,ITA,2023-06-10,1406
Italy,ITA,2023-06-11,1375
Italy,ITA,2023-06-12,1385
Italy,ITA,2023-06-13,1371
Italy,ITA,2023-06-14,1337
Italy,ITA,2023-06-15,1302
Italy,ITA,2023-06-16,1262
Italy,ITA,2023-06-17,1240
Italy,ITA,2023-06-18,1229
Italy,ITA,2023-06-19,1194
Italy,ITA,2023-06-20,1171
Italy,ITA,2023-06-21,1146
Italy,ITA,2023-06-22,1127
Italy,ITA,2023-06-23,1088
Italy,ITA,2023-06-24,1023
Italy,ITA,2023-06-25,1028
Italy,ITA,2023-06-26,1017
Italy,ITA,2023-06-27,1017
Italy,ITA,2023-06-28,1005
Italy,ITA,2023-06-29,972
Italy,ITA,2023-06-30,936
Italy,ITA,2023-07-01,907
Italy,ITA,2023-07-02,906
Italy,ITA,2023-07-03,909
Italy,ITA,2023-07-04,910
Italy,ITA,2023-07-05,895
Italy,ITA,2023-07-06,870
Italy,ITA,2023-07-07,855
Italy,ITA,2023-07-08,825
Italy,ITA,2023-07-09,812
Italy,ITA,2023-07-10,817
Italy,ITA,2023-07-11,781
Italy,ITA,2023-07-12,780
Italy,ITA,2023-07-13,746
Italy,ITA,2023-07-14,735
Italy,ITA,2023-07-15,728
Italy,ITA,2023-07-16,721
Italy,ITA,2023-07-17,733
Italy,ITA,2023-07-18,766
Italy,ITA,2023-07-19,754
Italy,ITA,2023-07-20,744
Italy,ITA,2023-07-21,719
Italy,ITA,2023-07-22,728
Italy,ITA,2023-07-23,739
Italy,ITA,2023-07-24,742
Italy,ITA,2023-07-25,741
Italy,ITA,2023-07-26,732
Italy,ITA,2023-07-27,740
Italy,ITA,2023-07-28,757
Italy,ITA,2023-07-29,753
Italy,ITA,2023-07-30,764
Italy,ITA,2023-07-31,795
Italy,ITA,2023-08-01,812
Italy,ITA,2023-08-02,839
Italy,ITA,2023-08-03,842
Italy,ITA,2023-08-04,869
Italy,ITA,2023-08-05,866
Italy,ITA,2023-08-06,873
Italy,ITA,2023-08-07,885
Italy,ITA,2023-08-08,903
Italy,ITA,2023-08-09,916
Italy,ITA,2023-08-10,914
Italy,ITA,2023-08-11,941
Italy,ITA,2023-08-12,954
Italy,ITA,2023-08-13,950
Italy,ITA,2023-08-14,976
Italy,ITA,2023-08-15,988
Italy,ITA,2023-08-16,982
Italy,ITA,2023-08-17,1034
Italy,ITA,2023-08-18,1070
Italy,ITA,2023-08-19,1143
Italy,ITA,2023-08-20,1160
Italy,ITA,2023-08-21,1200
Italy,ITA,2023-08-22,1264
Italy,ITA,2023-08-23,1316
Italy,ITA,2023-08-24,1399
Italy,ITA,2023-08-25,1444
Italy,ITA,2023-08-26,1466
Italy,ITA,2023-08-27,1468
Italy,ITA,2023-08-28,1521
Italy,ITA,2023-08-29,1611
Italy,ITA,2023-08-30,1698
Italy,ITA,2023-08-31,1688
Italy,ITA,2023-09-01,1700
Italy,ITA,2023-09-02,1680
Italy,ITA,2023-09-03,1716
Italy,ITA,2023-09-04,1770
Italy,ITA,2023-09-05,1851
Italy,ITA,2023-09-06,1921
Italy,ITA,2023-09-07,2051
Italy,ITA,2023-09-08,2133
Italy,ITA,2023-09-09,2215
Italy,ITA,2023-09-10,2258
Italy,ITA,2023-09-11,2344
Italy,ITA,2023-09-12,2411
Italy,ITA,2023-09-13,2454
Italy,ITA,2023-09-14,2510
Italy,ITA,2023-09-15,2588
Italy,ITA,2023-09-16,2622
Italy,ITA,2023-09-17,2619
Italy,ITA,2023-09-18,2665
Italy,ITA,2023-09-19,2628
Italy,ITA,2023-09-20,2624
Italy,ITA,2023-09-21,2667
Italy,ITA,2023-09-22,2713
Italy,ITA,2023-09-23,2687
Italy,ITA,2023-09-24,2729
Italy,ITA,2023-09-25,2747
Italy,ITA,2023-09-26,2783
Italy,ITA,2023-09-27,2816
Italy,ITA,2023-09-28,2802
Italy,ITA,2023-09-29,2908
Italy,ITA,2023-09-30,2939
Italy,ITA,2023-10-01,2957
Italy,ITA,2023-10-02,3026
Italy,ITA,2023-10-03,3177
Italy,ITA,2023-10-04,3230
Italy,ITA,2023-10-05,3285
Italy,ITA,2023-10-06,3402
Italy,ITA,2023-10-07,3449
Italy,ITA,2023-10-08,3487
Italy,ITA,2023-10-09,3571
Italy,ITA,2023-10-10,3656
Italy,ITA,2023-10-11,3707
Italy,ITA,2023-10-12,3719
Italy,ITA,2023-10-13,3700
Italy,ITA,2023-10-14,3681
Italy,ITA,2023-10-15,3674
Italy,ITA,2023-10-16,3756
Italy,ITA,2023-10-17,3736
Italy,ITA,2023-10-18,3670
Italy,ITA,2023-10-19,3639
Italy,ITA,2023-10-20,3559
Italy,ITA,2023-10-21,3571
Italy,ITA,2023-10-22,3579
Italy,ITA,2023-10-23,3658
Italy,ITA,2023-10-24,3648
Italy,ITA,2023-10-25,3657
Italy,ITA,2023-10-26,3629
Italy,ITA,2023-10-27,3605
Italy,ITA,2023-10-28,3662
Italy,ITA,2023-10-29,3637
Italy,ITA,2023-10-30,3698
Italy,ITA,2023-10-31,3703
Italy,ITA,2023-11-01,3722
Italy,ITA,2023-11-02,3731
Italy,ITA,2023-11-03,3674
Italy,ITA,2023-11-04,3683
Italy,ITA,2023-11-05,3665
Italy,ITA,2023-11-06,3722
Italy,ITA,2023-11-07,3712
Italy,ITA,2023-11-08,3758
Italy,ITA,2023-11-09,3772
Italy,ITA,2023-11-10,3805
Italy,ITA,2023-11-11,3809
Italy,ITA,2023-11-12,3849
Italy,ITA,2023-11-13,3950
Italy,ITA,2023-11-14,3998
Italy,ITA,2023-11-15,4289
Italy,ITA,2023-11-16,4458
Italy,ITA,2023-11-17,4591
Italy,ITA,2023-11-18,4700
Italy,ITA,2023-11-19,4727
Italy,ITA,2023-11-20,4773
Italy,ITA,2023-11-21,4949
Italy,ITA,2023-11-22,4948
Italy,ITA,2023-11-23,5114
Italy,ITA,2023-11-24,5274
Italy,ITA,2023-11-25,5260
Italy,ITA,2023-11-26,5289
Italy,ITA,2023-11-27,5330
Italy,ITA,2023-11-28,5738
Italy,ITA,2023-11-29,5911
Italy,ITA,2023-11-30,6021
Italy,ITA,2023-12-01,6146
Italy,ITA,2023-12-02,6241
Italy,ITA,2023-12-03,6406
Italy,ITA,2023-12-04,6572
Italy,ITA,2023-12-05,6713
Italy,ITA,2023-12-06,6887
Italy,ITA,2023-12-07,6964
Italy,ITA,2023-12-08,7195
Italy,ITA,2023-12-09,7108
Italy,ITA,2023-12-10,7206
Italy,ITA,2023-12-11,7362
Italy,ITA,2023-12-12,7547
Italy,ITA,2023-12-13,7666
Italy,ITA,2023-12-14,7815
Italy,ITA,2023-12-15,7951
Italy,ITA,2023-12-16,7959
Italy,ITA,2023-12-17,7900
Italy,ITA,2023-12-18,7821
Italy,ITA,2023-12-19,7821
Italy,ITA,2023-12-20,7636
Italy,ITA,2023-12-21,7483
Italy,ITA,2023-12-22,7353
Italy,ITA,2023-12-23,7292
Italy,ITA,2023-12-24,7162
Italy,ITA,2023-12-25,7181
Italy,ITA,2023-12-26,7199
Italy,ITA,2023-12-27,7115
Italy,ITA,2023-12-28,7011
Italy,ITA,2023-12-29,6876
Italy,ITA,2023-12-30,6796
Italy,ITA,2023-12-31,6717
Italy,ITA,2024-01-01,6760
Italy,ITA,2024-01-02,6742
Italy,ITA,2024-01-03,6566
Italy,ITA,2024-01-04,6482
Italy,ITA,2024-01-05,6259
Italy,ITA,2024-01-06,6121
Italy,ITA,2024-01-07,6062
Italy,ITA,2024-01-08,5960
Italy,ITA,2024-01-09,5648
Italy,ITA,2024-01-10,5344
Italy,ITA,2024-01-11,4976
Italy,ITA,2024-01-12,4710
Italy,ITA,2024-01-13,4507
Italy,ITA,2024-01-14,4404
Italy,ITA,2024-01-15,4360
Italy,ITA,2024-01-16,4017
Italy,ITA,2024-01-17,3890
Italy,ITA,2024-01-18,3711
Italy,ITA,2024-01-19,3517
Italy,ITA,2024-01-20,3346
Italy,ITA,2024-01-21,3301
Italy,ITA,2024-01-22,3214
Italy,ITA,2024-01-23,3044
Italy,ITA,2024-01-24,2812
Italy,ITA,2024-01-25,2684
Italy,ITA,2024-01-26,2568
Italy,ITA,2024-01-27,2461
Italy,ITA,2024-01-28,2446
Italy,ITA,2024-01-29,2419
Italy,ITA,2024-01-30,2304
Italy,ITA,2024-01-31,2275
Italy,ITA,2024-02-01,2160
Italy,ITA,2024-02-02,2095
Italy,ITA,2024-02-03,2042
Italy,ITA,2024-02-04,2031
Italy,ITA,2024-02-05,2003
Italy,ITA,2024-02-06,1912
Italy,ITA,2024-02-07,1879
Italy,ITA,2024-02-08,1767
Italy,ITA,2024-02-09,1739
Italy,ITA,2024-02-10,1700
Italy,ITA,2024-02-11,1674
Italy,ITA,2024-02-12,1646
Italy,ITA,2024-02-13,1581
Italy,ITA,2024-02-14,1553
Italy,ITA,2024-02-15,1513
Italy,ITA,2024-02-16,1461
Italy,ITA,2024-02-17,1413
Italy,ITA,2024-02-18,1403
Italy,ITA,2024-02-19,1404
Italy,ITA,2024-02-20,1372
Italy,ITA,2024-02-21,1362
Italy,ITA,2024-02-22,1332
Italy,ITA,2024-02-23,1310
Italy,ITA,2024-02-24,1290
Italy,ITA,2024-02-25,1279
Italy,ITA,2024-02-26,1271
Italy,ITA,2024-02-27,1228
Italy,ITA,2024-02-28,1199
Italy,ITA,2024-02-29,1179
Italy,ITA,2024-03-01,1171
Italy,ITA,2024-03-02,1163
Italy,ITA,2024-03-03,1151
Italy,ITA,2024-03-04,1154
Italy,ITA,2024-03-05,1146
Italy,ITA,2024-03-06,1121
Italy,ITA,2024-03-07,1121
Italy,ITA,2024-03-08,1105
Italy,ITA,2024-03-09,1098
Italy,ITA,2024-03-10,1086
Italy,ITA,2024-03-11,1072
Italy,ITA,2024-03-12,920
Italy,ITA,2024-03-13,908
Italy,ITA,2024-03-14,903
Italy,ITA,2024-03-15,897
Italy,ITA,2024-03-16,891
Italy,ITA,2024-03-17,882
Italy,ITA,2024-03-18,878
Italy,ITA,2024-03-19,859
Italy,ITA,2024-03-20,866
